category,style,color,waist_type,thickness,type_version,length,matching_id,url,model,id
裤装,短裤,蓝色,正常,中,正常,短裤,48945,http://item.yohobuy.com/product/pro_367437_466947/SHAPELESSXiuXianDuanKuSLSA602SR54BLX.html,沙滩裤,57f7cb01f90a8310f062ab83
裤装,短裤,,,,,,48607,http://item.yohobuy.com/product/pro_447414_563158/PHIREWIREPWSTRIPESWEATSHORTSREMIXPA007DARKGREEN.html,,57f7cb00f90a8310f062ab82
裤装,短裤,黑色,正常,薄,正常,短裤,48603,http://item.yohobuy.com/product/pro_463976_582216/MANOFMOODS1610PT05DuanKu.html,工装短裤,57f7cb03f90a8310f062ab87
裤装,休闲裤,黑色,正常,中,正常,长裤,48589,http://item.yohobuy.com/product/pro_335671_431225/STAPLEChangKu1509B3045.html,束口裤,57f7cb04f90a8310f062ab8e
裤装,牛仔裤,黑色,正常,薄,修身,长裤,48919,http://item.yohobuy.com/product/pro_311865_401381/FLYDXiuXianChangKuFLYDA601PT42BKX.html,窄脚裤,57f7cb03f90a8310f062ab8a
裤装,短裤,蓝色,正常,中,正常,短裤,48549,http://item.yohobuy.com/product/pro_360293_459215/OVKLABXiuXianDuanKuOVKA602SR57DEX.html,,57f7cb03f90a8310f062ab8d
裤装,休闲裤,黑色,正常,中,正常,长裤,48919,http://item.yohobuy.com/product/pro_429409_543233/PHIREWIREBROMANCEXPHIREWIRESWEATPANTSPWMC002BLACK.html,束口裤,57f7cb04f90a8310f062ab8f
裤装,运动裤,白色,正常,,束脚,长裤,48567,http://item.yohobuy.com/product/pro_452750_569416/DUEPLAYSNOOPYShiNuBiHeZuoKuanDuJiaKuanYunDongChangKuRuBaiDP16056MW.html,束口裤,57f7cb05f90a8310f062ab90
裤装,运动裤,黑色,,,,,48371,http://item.yohobuy.com/product/pro_437263_551487/TOPMANHeiSeHengLuoWenPinJieNanShiYunDongKu68U09LBLK.html,,57f7cb07f90a8310f062ab95
裤装,短裤,黄色,正常,中,正常,短裤,48431,http://item.yohobuy.com/product/pro_450540_566768/CONNIVEC16451BGDuanKu.html,,57f7cb08f90a8310f062ab98
裤装,短裤,蓝色,正常,薄,正常,短裤,48315,http://item.yohobuy.com/product/pro_468446_587504/DEPOT316B50E06ZhenZhiDuanKu.html,,57f7cb0af90a8310f062ab9c
裤装,短裤,黑色,正常,薄,正常,短裤,48067,http://item.yohobuy.com/product/pro_466046_584668/ROARINGWILDXieCaiKuanSongDuanKu16103002.html,,57f7cb0bf90a8310f062aba0
裤装,休闲裤,黄色,正常,中,修身,长裤,48235,http://item.yohobuy.com/product/pro_437367_551591/TOPMANSTRETCHSKINNYKaQiSeDanLiNanShiXiuXianKu68D04LMUS.html,,57f7cb0bf90a8310f062aba1
裤装,短裤,黑色,正常,中,正常,短裤,48089,http://item.yohobuy.com/product/pro_361413_460429/EIGHTGUYSXiuXianDuanKuEGA602SR72BKX.html,,57f7cb0cf90a8310f062aba2
裤装,牛仔裤,蓝色,正常,中,正常,长裤,48051,http://item.yohobuy.com/product/pro_239513_314183/KORAKUBLUE635ShuiXiPinJieChiErDanNingChangKu578.html,,57f7cb0bf90a8310f062ab9f
裤装,休闲裤,,,,,,48357,http://item.yohobuy.com/product/pro_470082_589160/TYAKASHAT16XKMDM24BNanKuanShenLanSeJiuFenKuoTuiKuMDM24.html,,57f7cb0df90a8310f062aba5
裤装,休闲裤,绿色,正常,薄,正常,长裤,48083,http://item.yohobuy.com/product/pro_372223_474411/INTOTHERAINBOWXiuXianChangKuITRA602PT58.html,束口裤,57f7cb11f90a8310f062abac
裤装,休闲裤,黄色,正常,中,正常,7分裤,48373,http://item.yohobuy.com/product/pro_9779_13706/801206GRY.html,,57f7cb10f90a8310f062aba8
裤装,休闲裤,蓝色,正常,薄,正常,长裤,47755,http://item.yohobuy.com/product/pro_462508_580604/LILBETTER91339133LaLianGouZhuHaLunChaoKu.html,束口裤,57f7cb13f90a8310f062abaf
裤装,短裤,黑色,正常,薄,宽松,短裤,48079,http://item.yohobuy.com/product/pro_463588_581808/ONEREPUBLICNanKuanDuanKuRK64162B9312.html,沙滩裤,57f7cb11f90a8310f062abab
裤装,短裤,蓝色,正常,薄,正常,短裤,47687,http://item.yohobuy.com/product/pro_367435_466943/SHAPELESSXiuXianDuanKuSLSA602SR53BLX.html,沙滩裤,57f7cb13f90a8310f062abb3
裤装,休闲裤,棕色,正常,中,正常,9分裤,47825,http://item.yohobuy.com/product/pro_369275_470945/LESSISGOODXiuXianJiuFenKuLGA6029P12KAX.html,,57f7cb15f90a8310f062abb5
裤装,短裤,,正常,薄,正常,短裤,47679,http://item.yohobuy.com/product/pro_166969_227053/CHOCOOLATEB1XSPFC6419AXDuanKu.html,,57f7cb17f90a8310f062abba
裤装,休闲裤,灰色,正常,薄,宽松,9分裤,47665,http://item.yohobuy.com/product/pro_422199_534661/TMCAZTMCAZP56KuanSongXiKuJiuFenKuShenHuiSe.html,,57f7cb17f90a8310f062abb8
裤装,短裤,蓝色,,,,,47899,http://item.yohobuy.com/product/pro_371917_474045/GAWSNiuZaiDuanKuGAWSA602JS72BLX.html,,57f7cb18f90a8310f062abbb
裤装,短裤,蓝色,正常,薄,正常,短裤,47197,http://item.yohobuy.com/product/pro_414429_525677/MYGESMARTXiuXianDuanKuMSA602SR95.html,工装短裤,57f7cb1af90a8310f062abc0
裤装,短裤,黑色,正常,中,正常,短裤,46843,http://item.yohobuy.com/product/pro_361407_460423/EIGHTGUYSXiuXianDuanKuEGA602SR69BKX.html,工装短裤,57f7cb19f90a8310f062abbf
裤装,休闲裤,,正常,中,正常,长裤,46897,http://item.yohobuy.com/product/pro_434083_548199/X132NanShiXiuXianKu07152111604.html,,57f7cb1af90a8310f062abc1
裤装,短裤,蓝色,,,,,47549,http://item.yohobuy.com/product/pro_371447_473315/EVDNiuZaiDuanKuEVDA602JS67.html,,57f7cb1bf90a8310f062abc7
裤装,短裤,绿色,正常,薄,正常,短裤,46889,http://item.yohobuy.com/product/pro_451574_567816/TMCAZTMCAZP61GongZhuangKaQiZhongKuJunLvPinZongSe.html,工装短裤,57f7cb1bf90a8310f062abc9
裤装,休闲裤,灰色,正常,中,正常,9分裤,47085,http://item.yohobuy.com/product/pro_374785_477593/LIFEAFTERLIFEXiuXianJiuFenKuLALA6029P129.html,束口裤,57f7cb1ef90a8310f062abcd
裤装,短裤,,正常,薄,正常,短裤,47631,http://item.yohobuy.com/product/pro_418295_530027/CHOCOOLATEDuanKuB1XSPC3070X66.html,,57f7cb1ef90a8310f062abcf
裤装,短裤,白色,正常,中,正常,短裤,46863,http://item.yohobuy.com/product/pro_450358_566586/SIMWOODKD5001XiuXianDuanKu.html,工装短裤,57f7cb1ef90a8310f062abd0
裤装,短裤,黑色,正常,薄,正常,短裤,46429,http://item.yohobuy.com/product/pro_446642_562360/THMWH290901SuoZhiXiaZhuang.html,,57f7cb1ff90a8310f062abd3
裤装,休闲裤,黄色,正常,中,正常,长裤,46425,http://item.yohobuy.com/product/pro_410427_520977/IZZUEXiuXianKuIZXPTR6114S66.html,,57f7cb20f90a8310f062abd5
裤装,休闲裤,黑色,正常,中,正常,长裤,47453,http://item.yohobuy.com/product/pro_460598_578340/FURYANIMALSDuoDaiXiuXianKu200261Hei.html,,57f7cb20f90a8310f062abd4
裤装,短裤,黑色,正常,中,正常,短裤,46883,http://item.yohobuy.com/product/pro_361381_460397/EIGHTGUYSXiuXianDuanKuEGA602SR60BKX.html,工装短裤,57f7cb1ff90a8310f062abd2
裤装,短裤,蓝色,,,,,46869,http://item.yohobuy.com/product/pro_355679_454325/BLACKJACKNiuZaiDuanKuBJA602JS92LBL.html,,57f7cb23f90a8310f062abdc
裤装,休闲裤,蓝色,正常,薄,正常,长裤,46119,http://item.yohobuy.com/product/pro_440182_554554/JOYRICH1620102111NiuZaiKu.html,,57f7cb22f90a8310f062abda
裤装,短裤,,正常,薄,修身,短裤,47067,http://item.yohobuy.com/product/pro_188781_254177/SRBT15002A.html,,57f7cb24f90a8310f062abe2
裤装,牛仔裤,蓝色,,,,,46839,http://item.yohobuy.com/product/pro_394767_501067/PUBLISHChangKuP1601035.html,,57f7cb25f90a8310f062abe3
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46839,http://item.yohobuy.com/product/pro_342413_439483/DIESEL00S54P0671V015POCKETS.html,直筒裤,57f7cb25f90a8310f062abe4
裤装,短裤,,正常,薄,正常,短裤,46555,http://item.yohobuy.com/product/pro_418225_529899/IZZUEDuanKuIZXSPR6304S66.html,,57f7cb25f90a8310f062abe6
裤装,短裤,,,,,,46619,http://item.yohobuy.com/product/pro_433593_547705/TYAKASHANanKuanHeiSeKaQiGongZhuangZhongKuT16XKACM48NNan.html,,57f7cb26f90a8310f062abea
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46839,http://item.yohobuy.com/product/pro_222593_294325/EVDA503JN65NiuZaiKu.html,,57f7cb25f90a8310f062abe9
裤装,牛仔裤,黑色,正常,中,修身,长裤,46839,http://item.yohobuy.com/product/pro_415125_526437/ABOWPoHuaiPoDongNiuZaiKuBK053.html,,57f7cb25f90a8310f062abe7
裤装,短裤,蓝色,正常,中,正常,短裤,46375,http://item.yohobuy.com/product/pro_342437_439507/DIESEL00SQ830GAJZ5BGPCOOPERNPSHORTS.html,沙滩裤,57f7cb26f90a8310f062abec
裤装,休闲裤,绿色,正常,薄,宽松,9分裤,46707,http://item.yohobuy.com/product/pro_374793_477611/LIFEAFTERLIFEXiuXianJiuFenKuLALA6029P137.html,束口裤,57f7cb26f90a8310f062abee
裤装,短裤,,正常,薄,正常,短裤,46707,http://item.yohobuy.com/product/pro_231463_304585/STROLLERDuanKuShenLanSeSRBT15001.html,工装短裤,57f7cb27f90a8310f062abef
裤装,短裤,黄色,正常,薄,正常,短裤,46707,http://item.yohobuy.com/product/pro_372507_474935/MYGESMARTMSA602SR61XiuXianDuanKu.html,工装短裤,57f7cb28f90a8310f062abf3
裤装,短裤,黑色,正常,中,正常,短裤,46707,http://item.yohobuy.com/product/pro_371979_474107/GAWSXiuXianDuanKuGAWSA602SR69BKX.html,工装短裤,57f7cb27f90a8310f062abf1
裤装,短裤,,正常,薄,正常,短裤,46399,http://item.yohobuy.com/product/pro_136635_190089/BURTONDuanKuLanSeNan14649100466.html,工装短裤,57f7cb28f90a8310f062abf8
裤装,短裤,黑色,正常,中,正常,短裤,46409,http://item.yohobuy.com/product/pro_361367_460383/EIGHTGUYSXiuXianDuanKuEGA602SR54BKX.html,工装短裤,57f7cb29f90a8310f062abfc
裤装,休闲裤,黑色,正常,中,正常,长裤,46759,http://item.yohobuy.com/product/pro_259085_336671/MYGESMARTMSA504PT66BKXXiuXianChangKuHeiSe.html,,57f7cb2af90a8310f062ac00
裤装,短裤,,正常,中,正常,短裤,46257,http://item.yohobuy.com/product/pro_430593_544529/EBLISDuanKu16XDKJY103Nan.html,,57f7cb2bf90a8310f062ac02
裤装,短裤,白色,正常,中,正常,短裤,46355,http://item.yohobuy.com/product/pro_449122_564990/JOKESTER1605005DuanKu.html,,57f7cb2df90a8310f062ac06
裤装,短裤,黑色,正常,中,正常,短裤,46529,http://item.yohobuy.com/product/pro_446668_562386/TAKAORIGINALWORKCiXiuDuanKuP16852A.html,工装短裤,57f7cb2df90a8310f062ac08
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46151,http://item.yohobuy.com/product/pro_336185_431803/AGAMEMNONNanZhuangNiuZaiShangYiAG68063.html,,57f7cb2ef90a8310f062ac0c
裤装,短裤,蓝色,,,,,46165,http://item.yohobuy.com/product/pro_309553_398603/THNiuZaiMSD260044.html,,57f7cb2ef90a8310f062ac0d
裤装,短裤,黑色,正常,中,正常,短裤,46189,http://item.yohobuy.com/product/pro_371937_474065/GAWSXiuXianDuanKuGAWSA602SR54BKX.html,工装短裤,57f7cb2ff90a8310f062ac0f
裤装,短裤,黑色,正常,薄,正常,短裤,46153,http://item.yohobuy.com/product/pro_371261_473063/PREPPYELITEXiuXianDuanKuPEA602SR66.html,沙滩裤,57f7cb2ff90a8310f062ac12
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46111,http://item.yohobuy.com/product/pro_430839_544799/TOMTAILORNiuZaiKu62041600012.html,,57f7cb30f90a8310f062ac18
裤装,短裤,黑色,正常,中,正常,短裤,46251,http://item.yohobuy.com/product/pro_449124_564992/JOKESTER1605005DuanKu.html,,57f7cb30f90a8310f062ac17
裤装,休闲裤,棕色,正常,薄,正常,长裤,46113,http://item.yohobuy.com/product/pro_355703_454349/BLACKJACKXiuXianChangKuBJA602PT63KAX.html,,57f7cb30f90a8310f062ac1b
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46159,http://item.yohobuy.com/product/pro_362501_461567/GENANXNiuZaiKuP12757.html,,57f7cb30f90a8310f062ac1c
裤装,休闲裤,蓝色,正常,中,正常,9分裤,46445,http://item.yohobuy.com/product/pro_312119_401661/INTOTHERAINBOWXiuXianJiuFenKuITRA6019P44.html,束口裤,57f7cb30f90a8310f062ac1e
裤装,牛仔裤,蓝色,正常,中,正常,长裤,46681,http://item.yohobuy.com/product/pro_311011_400449/EIGHTGUYSNiuZaiChangKuEGJNA60163RIN.html,,57f7cb34f90a8310f062ac25
裤装,短裤,白色,,,,,47101,http://item.yohobuy.com/product/pro_417937_529581/FNTYFN1612001KuZi.html,,57f7cb31f90a8310f062ac21
裤装,短裤,灰色,正常,薄,正常,短裤,46365,http://item.yohobuy.com/product/pro_394615_500913/LOSTTIMEFOUNDDuanKuLTF16SSSP4.html,沙滩裤,57f7cb32f90a8310f062ac22
裤装,短裤,蓝色,正常,中,正常,短裤,45941,http://item.yohobuy.com/product/pro_439358_553664/ACCENTELEVENMaoLiaoDuanKuAK161.html,工装短裤,57f7cb34f90a8310f062ac28
裤装,短裤,黑色,正常,薄,正常,短裤,45937,http://item.yohobuy.com/product/pro_355737_454383/BLACKJACKXiuXianDuanKuBJA602SR84BKX.html,工装短裤,57f7cb36f90a8310f062ac2c
裤装,牛仔裤,蓝色,正常,中,正常,长裤,45873,http://item.yohobuy.com/product/pro_418469_530313/KORAKUBLUEJingDianZhiTongYuanSeYuanJiangChiErDanNing600T.html,,57f7cb36f90a8310f062ac2f
裤装,休闲裤,黑色,正常,薄,正常,9分裤,45309,http://item.yohobuy.com/product/pro_406403_516143/DEFDEF2016SS3P02AGongZhuangJiuFenKu.html,工装裤,57f7cb3bf90a8310f062ac3a
裤装,休闲裤,黑色,正常,薄,正常,长裤,45605,http://item.yohobuy.com/product/pro_441138_555522/GENANXXiuXianKuLP2431.html,窄脚裤,57f7cb3cf90a8310f062ac3c
裤装,短裤,蓝色,,,,,45491,http://item.yohobuy.com/product/pro_445326_560564/DEFDEF2016SS3P05BGongZhuangDuanKu.html,,57f7cb3af90a8310f062ac37
裤装,牛仔裤,黑色,正常,薄,正常,长裤,45651,http://item.yohobuy.com/product/pro_419155_531083/LEVIESNiuZaiKu955880003.html,,57f7cb3cf90a8310f062ac3f
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,45651,http://item.yohobuy.com/product/pro_419151_531079/LEVIESNiuZaiKu955840013.html,,57f7cb3cf90a8310f062ac40
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,45651,http://item.yohobuy.com/product/pro_419147_531075/LEVIESNiuZaiKu955810011.html,窄脚裤,57f7cb3df90a8310f062ac42
裤装,牛仔裤,灰色,正常,中,正常,9分裤,45637,http://item.yohobuy.com/product/pro_414925_526231/EVDNiuZaiQiFenKuEVDA6029J70.html,,57f7cb3ef90a8310f062ac47
裤装,短裤,黑色,,薄,正常,短裤,45483,http://item.yohobuy.com/product/pro_430183_544081/THREESOCIETYFeiErZhenZhiDuanKu101512032.html,,57f7cb3ef90a8310f062ac46
裤装,牛仔裤,蓝色,正常,中,正常,长裤,45473,http://item.yohobuy.com/product/pro_349025_446809/DIAMONDSUPPLYCOD14DBA03ChangKu.html,,57f7cb3ef90a8310f062ac45
裤装,短裤,黑色,,,,,45673,http://item.yohobuy.com/product/pro_372203_474377/INTOTHERAINBOWNiuZaiDuanKuITRA602JS76.html,,57f7cb40f90a8310f062ac4a
裤装,短裤,黑色,正常,薄,宽松,短裤,45533,http://item.yohobuy.com/product/pro_353213_451323/TEENTEAMJianYueZhiTongDuanKuCULTCOMFORBASICSHORTSTN16F023.html,工装短裤,57f7cb40f90a8310f062ac4c
裤装,短裤,,,,,,45317,http://item.yohobuy.com/product/pro_402771_511197/KuZi(ZhongKu).html,,57f7cb42f90a8310f062ac51
裤装,休闲裤,蓝色,正常,中,束脚,长裤,44893,http://item.yohobuy.com/product/pro_312189_401775/INTOTHERAINBOWXiuXianChangKuITRA601PT36.html,束口裤,57f7cb44f90a8310f062ac55
裤装,休闲裤,棕色,正常,薄,正常,长裤,45283,http://item.yohobuy.com/product/pro_371249_473043/PREPPYELITEXiuXianChangKuPEA602PT78.html,束口裤,57f7cb44f90a8310f062ac54
裤装,休闲裤,绿色,正常,薄,正常,长裤,45471,http://item.yohobuy.com/product/pro_420317_532567/FAIRWHALEJEANSXiuXianKuLei7162608071.html,,57f7cb45f90a8310f062ac59
裤装,短裤,绿色,正常,中,正常,短裤,45301,http://item.yohobuy.com/product/pro_338243_434411/DOPEPLUSKXiuXianDuanKuDPKA601SR46GRX.html,,57f7cb45f90a8310f062ac5b
裤装,牛仔裤,蓝色,正常,中,修身,长裤,45441,http://item.yohobuy.com/product/pro_313923_403979/PREPPYELITENiuZaiChangKuPEA601JN47BLX.html,,57f7cb45f90a8310f062ac5c
裤装,短裤,,正常,中,正常,短裤,45395,http://item.yohobuy.com/product/pro_398127_504677/JOYRICHXPLAYBOYDuanKu1627202201.html,,57f7cb47f90a8310f062ac63
裤装,短裤,红色,正常,薄,宽松,短裤,45389,http://item.yohobuy.com/product/pro_374855_477765/LIFEAFTERLIFEXiuXianDuanKuLALA602SR153.html,,57f7cb46f90a8310f062ac60
裤装,牛仔裤,蓝色,正常,中,正常,长裤,45237,http://item.yohobuy.com/product/pro_410331_520859/5CMNiuZaiKu5CXJNJ6510S66.html,,57f7cb48f90a8310f062ac64
裤装,休闲裤,黑色,正常,中,正常,7分裤,38490,http://item.yohobuy.com/product/pro_371205_472991/GENANXDuanKuSP1271.html,立体剪裁,57f7cb4af90a8310f062ac69
裤装,休闲裤,黑色,正常,中,正常,7分裤,38490,http://item.yohobuy.com/product/pro_371203_472989/GENANXDuanKuSP126138.html,,57f7cb4af90a8310f062ac6a
裤装,牛仔裤,黑色,正常,中,修身,长裤,36472,http://item.yohobuy.com/product/pro_273121_352893/BOY%20LONDON%20HIGH%20WAIST%20DENIM%20JEAN%20BLACK%20heise.html,窄脚裤,57f7cb4bf90a8310f062ac6b
裤装,短裤,绿色,正常,中,正常,短裤,44987,http://item.yohobuy.com/product/pro_421773_534205/HARDLYEVERSXiuXianDuanKuHEAK7225.html,,57f7cb4cf90a8310f062ac6e
裤装,短裤,黑色,正常,薄,正常,短裤,43140,http://item.yohobuy.com/product/pro_371971_474099/GAWSXiuXianDuanKuGAWSA602SR65BKX.html,,57f7cb4df90a8310f062ac72
裤装,牛仔裤,蓝色,正常,中,正常,长裤,44985,http://item.yohobuy.com/product/pro_342687_439757/KORAKUBLUE660JiGuangShuiXiTuAnChiErDanNing.html,,57f7cb4df90a8310f062ac74
裤装,短裤,棕色,正常,中,正常,短裤,45037,http://item.yohobuy.com/product/pro_374837_477721/LIFEAFTERLIFEXiuXianDuanKuLALA602SR143.html,,57f7cb4ef90a8310f062ac75
裤装,休闲裤,黑色,正常,中,正常,长裤,45021,http://item.yohobuy.com/product/pro_425073_538449/STUSSY2951008ChangKu.html,束口裤,57f7cb4ef90a8310f062ac77
裤装,牛仔裤,蓝色,高腰,中,正常,长裤,45085,http://item.yohobuy.com/product/pro_398155_504721/JOYRICHXPLAYBOYNiuZaiKu1627202101.html,,57f7cb4ff90a8310f062ac7e
裤装,短裤,彩色,正常,中,正常,短裤,44817,http://item.yohobuy.com/product/pro_419021_530947/DUSTYNanShiDuanKuDU162SH003MCHuiLanBaiNEW.html,工装短裤,57f7cb52f90a8310f062ac83
裤装,休闲裤,灰色,正常,中,正常,长裤,44550,http://item.yohobuy.com/product/pro_372225_474415/INTOTHERAINBOWXiuXianChangKuITRA602PT59.html,束口裤,57f7cb52f90a8310f062ac85
裤装,休闲裤,黑色,正常,薄,宽松,9分裤,44646,http://item.yohobuy.com/product/pro_413419_524539/CGNYLiTiJianCaiKuoTui9FenKuCG16SP10.html,,57f7cb53f90a8310f062ac8a
裤装,牛仔裤,蓝色,正常,中,正常,长裤,44865,http://item.yohobuy.com/product/pro_296423_379675/TOPPORTEShuangShiYiZhuanGongKuanPaiNiuZaiChangKuT5124A05.html,,57f7cb53f90a8310f062ac8b
裤装,短裤,蓝色,正常,中,正常,短裤,44865,http://item.yohobuy.com/product/pro_373605_476277/SPLITMANSPMA602SR43BLXXiuXianDuanKu.html,工装短裤,57f7cb55f90a8310f062ac92
裤装,短裤,,,,,,42648,http://item.yohobuy.com/product/pro_433591_547703/TYAKASHANanKuanLanSeKaQiGongZhuangZhongKuT16XKACM47BNan.html,,57f7cb57f90a8310f062ac99
裤装,短裤,,正常,中,正常,短裤,44510,http://item.yohobuy.com/product/pro_398131_504681/JOYRICHXPLAYBOYDuanKu1627202203.html,,57f7cb56f90a8310f062ac95
裤装,牛仔裤,蓝色,正常,中,正常,长裤,44502,http://item.yohobuy.com/product/pro_342697_439767/KORAKUBLUE600KRBQianHouFuPinJieYuanSeChiErDanNingLan.html,,57f7cb57f90a8310f062ac97
裤装,休闲裤,绿色,正常,中,正常,长裤,44536,http://item.yohobuy.com/product/pro_411357_522119/GAWSXiuXianChangKuGAWSA602PT50AGX.html,束口裤,57f7cb58f90a8310f062ac9d
裤装,短裤,蓝色,正常,薄,正常,短裤,44622,http://item.yohobuy.com/product/pro_409685_520179/FAIRWHALEJEANSDuanKuLei7162638075047.html,,57f7cb58f90a8310f062aca1
裤装,休闲裤,蓝色,正常,中,正常,长裤,44234,http://item.yohobuy.com/product/pro_374823_477675/LIFEAFTERLIFEXiuXianChangKuLALA602PT122.html,,57f7cb5af90a8310f062aca4
裤装,休闲裤,黑色,正常,中,正常,长裤,44018,http://item.yohobuy.com/product/pro_371379_473245/PREPPYELITEXiuXianChangKuPEA602PT78BKX.html,束口裤,57f7cb5af90a8310f062aca3
裤装,休闲裤,黑色,正常,中,紧身,长裤,44226,http://item.yohobuy.com/product/pro_407287_517157/HeiTouBLACKHEADNvKuanHeiSeDanLiYinHuaChangKuFS102010.html,窄脚裤,57f7cb5af90a8310f062aca5
裤装,休闲裤,棕色,正常,中,正常,长裤,43876,http://item.yohobuy.com/product/pro_311117_400555/EIGHTGUYSXiuXianChangKuEGPTA60157KAX.html,,57f7cb5df90a8310f062acad
裤装,短裤,,正常,中,正常,短裤,44116,http://item.yohobuy.com/product/pro_316219_406827/THETHING1621220112YinHuaZhongKu.html,工装短裤,57f7cb5df90a8310f062acaf
裤装,休闲裤,蓝色,正常,中,正常,长裤,44204,http://item.yohobuy.com/product/pro_309739_398951/HGA504PT97XiuXianChangKu.html,,57f7cb5cf90a8310f062acaa
裤装,牛仔裤,蓝色,正常,薄,修身,长裤,44044,http://item.yohobuy.com/product/pro_264387_342309/CHEAPMONDAYNiuZaiKu0309149.html,,57f7cb5ff90a8310f062acb4
裤装,休闲裤,黑色,正常,中,正常,长裤,44366,http://item.yohobuy.com/product/pro_293011_375445/STAGEDanXingTieDaiChangKuA61152004.html,工装裤,57f7cb60f90a8310f062acb8
裤装,短裤,白色,正常,中,正常,短裤,44322,http://item.yohobuy.com/product/pro_361395_460411/EIGHTGUYSXiuXianDuanKuEGA602SR64WHX.html,工装短裤,57f7cb60f90a8310f062acb9
裤装,短裤,蓝色,正常,中,宽松,短裤,44366,http://item.yohobuy.com/product/pro_371477_473375/EVDXiuXianDuanKuEVDA602SR55.html,,57f7cb5ff90a8310f062acb7
裤装,休闲裤,蓝色,正常,薄,修身,长裤,44102,http://item.yohobuy.com/product/pro_394651_500949/LOSTTIMEFOUNDXiuXianKuLTFAW15PN02.html,窄脚裤,57f7cb61f90a8310f062acbb
裤装,短裤,灰色,正常,中,正常,短裤,43756,http://item.yohobuy.com/product/pro_230087_303013/GENANXShenHuiSeSP0963.html,,57f7cb62f90a8310f062acbe
裤装,休闲裤,黑色,正常,中,正常,长裤,43616,http://item.yohobuy.com/product/pro_198067_265647/EGPTA50313BKX.html,束口裤,57f7cb63f90a8310f062acc1
裤装,休闲裤,绿色,正常,薄,正常,长裤,43784,http://item.yohobuy.com/product/pro_372495_474915/MYGESMARTMSA602PT52XiuXianChangKu.html,,57f7cb65f90a8310f062acc7
裤装,休闲裤,蓝色,正常,薄,正常,7分裤,43688,http://item.yohobuy.com/product/pro_416177_527531/FAIRWHALEJEANS7162648071QiFenZhongKuLei.html,,57f7cb64f90a8310f062acc6
裤装,休闲裤,黑色,正常,薄,正常,长裤,43890,http://item.yohobuy.com/product/pro_410061_520563/FAIRWHALEJEANSXiuXianKuLei7162605852099.html,束口裤,57f7cb64f90a8310f062acc5
裤装,休闲裤,黑色,正常,中,正常,长裤,43586,http://item.yohobuy.com/product/pro_312695_402375/DEFTiaoWen9FenKuDEF2015AW3P03.html,,57f7cb66f90a8310f062acc9
裤装,短裤,灰色,正常,中,正常,短裤,43558,http://item.yohobuy.com/product/pro_418959_530873/CONNIVEDuanKuC16449.html,,57f7cb67f90a8310f062accc
裤装,短裤,,正常,中,正常,短裤,44056,http://item.yohobuy.com/product/pro_410567_521147/THETHING1621210105XiuBiaoZhuangShiZhongKu.html,工装短裤,57f7cb66f90a8310f062accb
裤装,短裤,黑色,正常,中,正常,短裤,43144,http://item.yohobuy.com/product/pro_422209_534671/SINGINTHERIANXHANSONLXiangQianShiPinJieYunDongYinHeiSeDuanKuSM08SH2G.html,,57f7cb67f90a8310f062accd
裤装,休闲裤,黑色,正常,中,正常,长裤,43602,http://item.yohobuy.com/product/pro_311863_401379/FLYDXiuXianChangKuFLYDA601PT30BKX.html,,57f7cb68f90a8310f062accf
裤装,休闲裤,绿色,正常,中,正常,9分裤,43124,http://item.yohobuy.com/product/pro_417807_529451/TOPPORTSuoZhiChangKuT6428A05E1.html,,57f7cb6cf90a8310f062acd8
裤装,休闲裤,棕色,正常,中,束脚,9分裤,43620,http://item.yohobuy.com/product/pro_312785_402559/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P92.html,束口裤,57f7cb6cf90a8310f062acda
裤装,休闲裤,灰色,正常,中,正常,长裤,43620,http://item.yohobuy.com/product/pro_271445_350911/BLACKJACKXiuXianChangKuBJA504PT63LGY.html,,57f7cb6cf90a8310f062acdb
裤装,牛仔裤,黑色,正常,中,正常,9分裤,43006,http://item.yohobuy.com/product/pro_362499_461565/GENANXNiuZaiKuP1251.html,,57f7cb6cf90a8310f062acd9
裤装,休闲裤,蓝色,正常,中,修身,9分裤,43620,http://item.yohobuy.com/product/pro_212219_281997/LALA5039P165XiuXianJiuFenKu.html,,57f7cb6cf90a8310f062acdc
裤装,短裤,绿色,正常,中,正常,短裤,43330,http://item.yohobuy.com/product/pro_102705_147841/HAPPYATOMICB018DuanKu.html,工装短裤,57f7cb6ef90a8310f062acde
裤装,牛仔裤,蓝色,正常,中,正常,长裤,43098,http://item.yohobuy.com/product/pro_393791_500055/LEVIWuS501CTNiuZaiKu181730032.html,窄脚裤,57f7cb6ef90a8310f062ace1
裤装,运动裤,黑色,正常,,宽松,长裤,43230,http://item.yohobuy.com/product/pro_388133_493919/NBASTYLECSPANTSN161TP302P.html,,57f7cb70f90a8310f062ace9
